Exploration for Human Capital: Evidence from the MBA Labor Market,"Kuhnen, Camelia M.; Oyer, Paul",,,,
Exploring Differences in Employment between Household and Establishment Data,"Abraham, Katharine G.; Haltiwanger, John; Sandusky, Kristin; Spletzer, James R.",,,,
"Exports and Wages: Rent Sharing, Workforce Composition, or Returns to Skills?","Macis, Mario; Schivardi, Fabiano",,,,
External Recruitment as an Incentive Device,"Chen, Kong-Pin",,,,
External Recruitment versus Internal Promotion,"Chan, William",,,,
Faith Primary Schools: Better Schools or Better Pupils?,"Gibbons, Stephen; Silva, Olmo",,,,
Families or Schools? Explaining the Convergence in White and Black Academic Performance,"Cook, Michael D.; Evans, William N.",,,,
"Family Effects in Simple Models of Education, Occupational Status and Earnings: Findings from the Wisconsin and Kalamazoo Studies","Hauser, Robert M.; Sewell, William H.",,,,
"Family Effects in Simple Models of Education, Occupational Status and Earnings: Findings from the Wisconsin and Kalamazoo Studies: Comment","Chiswick, Barry R.",,,,
"Family Structure, Home Time Demands, and the Employment Patterns of Japanese Married Women","Ogawa, Naohiro; Ermisch, John F.",,,,
Female Labor Supply Following Displacement: A Split-Population Model of Labor Force Participation and Job Search,"Swaim, Paul; Podgursky, Michael",,,,
"Financial Capital, Human Capital, and the Transition to Self-Employment: Evidence from Intergenerational Links","Dunn, Thomas; Holtz-Eakin, Douglas",,,,
Firm Age and Wages,"Brown, Charles; Medoff, James L.",,,,
Firms' Use of Outside Contractors: Theory and Evidence,"Abraham, Katharine G.; Taylor, Susan K.",,,,
"Firm-Size Wage Gaps, Job Responsibility, and Hierarchical Matching","Fox, Jeremy T.",,,,
Firm-Specific Seniority and Wages,"Barth, Erling",,,,
Firm-Sponsored General Training,"Balmaceda, Felipe",,,,
Firm-Wide Incentives and Mutual Monitoring at Continental Airlines,"Knez, Marc; Simester, Duncan",,,,
Fishing in Different Pools: Job Search Strategies and Job-Finding Success in Canada in the Early 1980s,"Osberg, Lars",,,,
For Better or Forever: Formal versus Informal Enforcement,"Sobel, Joel",,,,
From the Invisible Handshake to the Invisible Hand? How Import Competition Changes the Employment Relationship,"Bertrand, Marianne",,,,
Gender as an Impediment to Labor Market Success: Why Do Young Women Report Greater Harm?,"Antecol, Heather; Kuhn, Peter",,,,
Gender Differences in Executive Compensation and Job Mobility,"Gayle, George-Levi; Golan, Limor; Miller, Robert A.",,,,
Gender Gaps in Unemployment Rates in OECD Countries,"Azmat, Ghazala; Guell, Maia; Manning, Alan",,,,
Gender Segregation in Occupations: The Role of Tipping and Social Interactions,"Pan, Jessica",,,,
General Equilibrium Effects of Unemployment Compensation with Labor Force Participation,"Sattinger, Michael",,,,
General Productivity Growth in a Theory of Quits and Layoffs,"McLaughlin, Kenneth J.",,,,
Giving College Credit Where It Is Due: Advanced Placement Exam Scores and College Outcomes,"Smith, Jonathan; Hurwitz, Michael; Avery, Christopher",,,,
Globalization and the Provision of Incentives inside the Firm: The Effect of Foreign Competition,"Cunat, Vicente; Guadalupe, Maria",,,,
Going to War and Going to College: Did World War II and the GI Bill Increase Educational Attainment for Returning Veterans?,"Bound, John; Turner, Sarah",,,,
Good Jobs versus Bad Jobs,"Acemoglu, Daron",,,,
"Government Programs, Job Search Requirements, and the Duration of Unemployment","Keeley, Michael C.; Robins, Philip K.",,,,
Growth-Rate Heterogeneity and the Covariance Structure of Life-Cycle Earnings,"Baker, Michael",,,,
H G Lewis and the Study of Union Wage Effects,"Freeman, Richard B.",,,,
H Gregg Lewis and Modern Labor Economics,"Rosen, Sherwin",,,,
H Gregg Lewis Prize,,,,,
H Gregg Lewis--Duke Days: 1975-1992: The Mellow Years,"McElroy, Marjorie B.",,,,
Happiness and Productivity,"Oswald, Andrew J.; Proto, Eugenio; Sgroi, Daniel",,,,
Has Job Stability Declined Yet? New Evidence for the 1990s,"Neumark, David; Polsky, Daniel; Hansen, Daniel",,,,
Health and Labor Market Performance: The Case of Diabetes,"Kahn, Matthew E.",,,,
Hedonic Wages and Labor Market Search,"Hwang, Hae-shin; Mortensen, Dale T.; Reed, W. Robert",,,,
"Help Wanted, Job Needed: Estimates of a Matching Function from Employment Service Data","Berman, Eli",,,,
Here Comes the Rain Again: Weather and the Intertemporal Substitution of Leisure,"Connolly, Marie",,,,
"Heterogeneous Human Capital, Occupational Choice, and Male-Female Earnings Differences","Paglin, Morton; Rufolo, Anthony M.",,,,
Hiring and Firing: A Tale of Two Thresholds,"Booth, Alison L.; Chen, Yu-Fu; Zoega, Gylfi",,,,
"His and Hers: Gender Differences in Work and Income, 1959-1979","Fuchs, Victor R.",,,,
"His and Hers: Gender Differences in Work and Income, 1959-1979: Comment","Blinder, Alan S.",,,,
Home with Mom: The Effects of Stay-at-Home Parents on Children's Long-Run Educational Outcomes,"Bettinger, Eric; Haegeland, Torbjorn; Rege, Mari",,,,
Home-Based Work and Women's Labor Force Decisions,"Edwards, Linda N.; Field-Hendrey, Elizabeth",,,,
"Hourly Earnings in the United States: Another Look at Unionization, Schooling, Sickness, and Unemployment Using PSID Data","Chowdhury, Gopa; Nickell, Stephen",,,,
Hours of Work and Trade Unionism,"Earle, John S.; Pencavel, John",,,,
Household Equivalence Scales: Theory versus Policy?,"Nelson, Julie A.",,,,
"Housing Wealth, Property Taxes, and Labor Supply among the Elderly","Zhao, Lingxiao; Burge, Gregory",,,,
How Changes in Labor Demand Affect Unemployed Workers,"Burdett, Kenneth; Ondrich, Jan I.",,,,
How Do College Students Form Expectations?,"Zafar, Basit",,,,
How Do Firing Costs Affect Worker Flows in a World with Adverse Selection?,"Kugler, Adriana D.; Saint-Paul, Gilles",,,,
How Do Industries and Firms Respond to Changes in Local Labor Supply?,"Dustmann, Christian; Glitz, Albrecht",,,,
How Does Job-Protected Maternity Leave Affect Mothers' Employment?,"Baker, Michael; Milligan, Kevin",,,,
How General Is Human Capital? A Task-Based Approach,"Gathmann, Christina; Schonberg, Uta",,,,
How Late to Pay? Understanding Wage Arrears in Russia,"Earle, John S.; Sabirianova, Klara Z.",,,,
How Robust Is the Microeconomic Theory of the Trade Union?,"Manning, Alan",,,,
How Shortening the Potential Duration of Unemployment Benefits Affects the Duration of Unemployment: Evidence from a Natural Experiment,"van Ours, Jan C.; Vodopivec, Milan",,,,
How Teachers Respond to Pension System Incentives: New Estimates and Policy Applications,"Ni, Shawn; Podgursky, Michael",,,,
How the Allocation of Children's Time Affects Cognitive and Noncognitive Development,"Fiorini, Mario; Keane, Michael P.",,,,
How the Market Solves an Assignment Problem: The Matching of Lawyers with Legal Claims,"Spurr, Stephen J.",,,,
How the Timing of Grade Retention Affects Outcomes: Identification and Estimation of Time-Varying Treatment Effects,"Cooley Fruehwirth, Jane; Navarro, Salvador; Takahashi, Yuya",,,,
How Well Do We Measure Training?,"Barron, John M.; Berger, Mark C.; Black, Dan A.",,,,
Human Capital Accumulation and the Optimal Level of Unemployment Insurance Provision,"Brown, Eleanor; Kaufold, Howard",,,,
Human Capital and the Rise and Fall of Families,"Becker, Gary S.; Tomes, Nigel",,,,
Human Capital and the Rise and Fall of Families: Comment,"Willis, Robert J.",,,,
Human Capital Investment under Asymmetric Information: The Pigovian Conjecture Revisited,"Chang, Chun; Wang, Yijiang",,,,
"Human Capital Investment, Inequality, and Economic Growth","Murphy, Kevin M.; Topel, Robert H.",,,,
Human Capital Investments and Labor Mobility,"Eriksson, Goran",,,,
"Human Capital Specificity: Evidence from the Dictionary of Occupational Titles and Displaced Worker Surveys, 1984-2000","Poletaev, Maxim; Robinson, Chris",,,,
Human Capital Spillovers in Families: Do Parents Learn from or Lean on Their Children?,"Kuziemko, Ilyana",,,,
"Human Capital, Effort, and the Sexual Division of Labor","Becker, Gary S.",,,,
Iatrogenic Specification Error: A Cautionary Tale of Cleaning Data,"Bollinger, Christopher R.; Chandra, Amitabh",,,,
Identifying Peer Effects in Student Academic Achievement by Spatial Autoregressive Models with Group Unobservables,"Lin, Xu",,,,
Identifying the Potential of Work-Sharing as a Job-Creation Strategy,"Skuterud, Mikal",,,,
Illegal Drug Use and Employment,"DeSimone, Jeff",,,,
"Immigrant Inflows, Native Outflows, and the Local Labor Market Impacts of Higher Immigration","Card, David",,,,
Immigrant Occupational Attainment: Assimilation and Mobility over Time,"Green, David A.",,,,
Immigrants and the Labor Market,"Smith, James P.",,,,
Immigration and Ideas: What Did Russian Scientists 'Bring' to the United States?,"Ganguli, Ina",,,,
Immigration and the Family,"Borjas, George J.; Bronars, Stephen G.",,,,
Immigration and Welfare Magnets,"Borjas, George J.",,,,
Immigration Reform: The Effects of Employer Sanctions and Legalization on Wages,"Cobb-Clark, Deborah A.; Shiells, Clinton R.; Lowell, B. Lindsay",,,,
"Immigration, Search, and Loss of Skill","Weiss, Yoram; Sauer, Robert M.; Gotlibovski, Menachem",,,,
Implicit Contracts with Heterogeneous Labor,"Samuelson, Larry",,,,
Implicit Labor Contracts to Explain Turnover,"Berkovitch, Elazar",,,,
Import Competition and the Great US Employment Sag of the 2000s,"Acemoglu, Daron; Autor, David; Dorn, David; Hanson, Gordon H.; Price, Brendan",,,,
Incentive-Compatible Long-term Contracts and Job Rationing,"Bester, Helmut",,,,
Incentives for Helping on the Job: Theory and Evidence,"Drago, Robert; Garvey, Gerald T.",,,,
Incentives in Basic Research,"Lazear, Edward P.",,,,
Incentives versus Sorting in Tournaments: Evidence from a Field Experiment,"Leuven, Edwin; Oosterbeek, Hessel; Sonnemans, Joep; van der Klaauw, Bas",,,,
Income Taxes and Entrepreneurs' Use of Labor,"Carroll, Robert",,,,
Indexation and Incomes Policy: A Study of Wage Adjustment in Unionized Manufacturing,"Cecchetti, Stephen G.",,,,
"Individual Wealth, Reservation Wages, and Transitions into Employment","Bloemen, Hans G.; Stancanelli, Elena G. F.",,,,
Industrial Specialization and the Returns to Labor,"Diamond, Charles A.; Simon, Curtis J.",,,,
Industry-Specific Capital and the Wage Profile: Evidence from the National Longitudinal Survey of Youth and the Panel Study of Income Dynamics,"Parent, Daniel",,,,
Industry-Specific Human Capital: Evidence from Displaced Workers,"Neal, Derek",,,,
Information Revelation and Principal-Agent Contracts,"Alvi, Eskander",,,,
"Information Technology, Organization, and Productivity in the Public Sector: Evidence from Police Departments","Garicano, Luis; Heaton, Paul",,,,
In-Kind Transfers and Work Incentives,"Leonesio, Michael V.",,,,
In-School Work Experience and the Returns to Schooling,"Light, Audrey",,,,
Institutions and Contract Enforcement,"Falk, Armin; Huffman, David; Macleod, W. Bentley",,,,
Insurance and Labor Market Contracting: An Analysis of the Capital Market Assumption,"Haltiwanger, John; Waldman, Michael",,,,
Integrating Immigrants: The Impact of Restructuring Active Labor Market Programs,"Sarvimaki, Matti; Hamalainen, Kari",,,,
Inter- and Intrasectoral Shocks: Effects on the Unemployment Rate,"Shin, Kwanho",,,,
Intercountry Comparisons of Labor Force Trends and of Related Developments: An Overview,"Mincer, Jacob",,,,
Interfirm Segregation and the Black/White Wage Gap,"Carrington, William J.; Troske, Kenneth R.",,,,
Intergenerational Persistence in Latent Socioeconomic Status: Evidence from Sweden and the United States,"Vosters, Kelly; Nybom, Martin",,,,
"Intergenerational Support and the Life-Cycle Incomes of Young Men and Their Parents: Human Capital Investments, Coresidence, and Intergenerational Financial Transfers","Rosenzweig, Mark R.; Wolpin, Kenneth I.",,,,
Interim Performance Feedback in Multistage Tournaments: The Optimality of Partial Disclosure,"Goltsman, Maria; Mukherjee, Arijit",,,,
Interindustry Mobility and the Cyclical Upgrading of Labor,"McLaughlin, Kenneth J.; Bils, Mark",,,,
Interindustry Variation in the Costs of Job Displacement,"Carrington, William J.; Zaman, Asad",,,,
Intermarriage and the Economic Assimilation of Immigrants,"Meng, Xin; Gregory, Robert G.",,,,
Intermarriage and the Intergenerational Transmission of Ethnic Identity and Human Capital for Mexican Americans,"Duncan, Brian; Trejo, Stephen J.",,,,
Internal Capital Markets and Firm-Level Compensation Incentives for Division Managers,"Wulf, Julie",,,,
Internal Promotion and External Recruitment: A Theoretical and Empirical Analysis,"DeVaro, Jed; Morita, Hodaka",,,,
International Labor Economics,"Hamermesh, Daniel S.",,,,
Interpreting Panel Data on Job Tenure,"Brown, James N.; Light, Audrey",,,,
Interracial Friendships in College,"Camargo, Braz; Stinebrickner, Ralph; Stinebrickner, Todd",,,,
Intersectoral Mobility and Short-Run Labor Market Adjustments,"Chan, William",,,,
"Intertemporal Wage Variation, Employment, and Unemployment","Adams, James D.",,,,
Intrafamily Resource Allocations: A Dynamic Structural Model of Birth Weight,"Del Bono, Emilia; Ermisch, John; Francesconi, Marco",,,,
Introduction,"Johnson, William R.; Ziliak, James P.",,,,
Introduction: The Labor Market in the Aftermath of the Great Recession,"Card, David; Mas, Alexandre",,,,
Introduction: US High-Skilled Immigration in the Global Economy,"Kerr, William R.; Turner, Sarah E.",,,,
Investment and Union Certification,"Fallick, Bruce C.; Hassett, Kevin A.",,,,
Investment Tournaments: When Should a Rational Agent Put All Eggs in One Basket?,"Schwarz, Michael; Severinov, Sergei",,,,
"Involuntary Terminations, Unemployment, and Job Matching: A Test of Job Search Theory","Gottschalk, Peter; Maloney, Tim",,,,
Is a Dream Deferred a Dream Denied? College Enrollment and Time-Varying Opportunity Costs,"Perez-Arce, Francisco",,,,
Is a Higher Calling Enough? Incentive Compensation in the Church,"Hartzell, Jay C.; Parsons, Christopher A.; Yermack, David L.",,,,
Is High School Employment Consumption or Investment?,"Ruhm, Christopher J.",,,,
Is It Live or Is It Internet? Experimental Estimates of the Effects of Online Instruction on Student Learning,"Figlio, David; Rush, Mark; Yin, Lu",,,,
Is Job Stability in the United States Falling? Reconciling Trends in the Current Population Survey and Panel Study of Income Dynamics,"Jaeger, David A.; Stevens, Ann Huff",,,,
Is Job Turnover Countercyclical?,"Boeri, Tito",,,,
Is Making Divorce Easier Bad for Children? The Long-Run Implications of Unilateral Divorce,"Gruber, Jonathan",,,,
Is Mobility of Technical Personnel a Source of R&D Spillovers?,"Moen, Jarle",,,,
Is Strike Behavior Cyclical?,"Harrison, Alan; Stewart, Mark",,,,
Is Team Formation Gender Neutral? Evidence from Coauthorship Patterns,"Boschini, Anne; Sjogren, Anna",,,,
Is the New Immigration Less Skilled Than the Old?,"Chiswick, Barry R.",,,,
Is the Proportion of College Workers in Noncollege Jobs Increasing?,"Gottschalk, Peter; Hansen, Michael",,,,
Is There a Glass Ceiling in Sweden?,"Albrecht, James; Bjorklund, Anders; Vroman, Susan",,,,
Is There Monopsony in the Labor Market? Evidence from a Natural Experiment,"Staiger, Douglas O.; Spetz, Joanne; Phibbs, Ciaran S.",,,,
It's Where You Work: Increases in the Dispersion of Earnings across Establishments and Individuals in the United States,"Barth, Erling; Bryson, Alex; Davis, James C.; Freeman, Richard",,,,
Jacob Mincer Prize,,,,,
"Jewish Mother Goes to Work: Trends in the Labor Force Participation of Women in Israel, 1955-1980","Ben-Porath, Yoram; Gronau, Reuben",,,,
Job Changes and Hours Changes: Understanding the Path of Labor Supply Adjustment,"Blundell, Richard; Brewer, Mike; Francesconi, Marco",,,,
"Job Creation and Job Destruction, Worker Reallocation, and Wages","Belzil, Christian",,,,
"Job Displacement, Disability, and Divorce","Charles, Kerwin Kofi; Stephens, Melvin, Jr.",,,,
"Job Displacement, Relative Wage Changes, and Duration of Unemployment","Addison, John T.; Portugal, Pedro",,,,
"Job Flows, Worker Flows, and Churning","Burgess, Simon; Lane, Julia; Stevens, David",,,,
Job Loss and Employment Patterns of Older Workers,"Chan, Sewin; Stevens, Ann Huff",,,,
Job Matching and On-the-Job Training,"Barron, John M.; Black, Dan A.; Loewenstein, Mark A.",,,,
"Job Performance, Turnover, and Wage Growth","Bishop, John H.",,,,
"Job Rationing, Unemployment, and Discouraged Workers","Cave, George",,,,
Job Referral Networks and the Determination of Earnings in Local Labor Markets,"Schmutte, Ian M.",,,,
Job Search and Impatience,"DellaVigna, Stefano; Paserman, M. Daniele",,,,
Job Search and Savings: Wealth Effects and Duration Dependence,"Lentz, Rasmus; Tranaes, Torben",,,,
"Job Search, Bargaining, and Wage Dynamics","Yamaguchi, Shintaro",,,,
"Job Search, Hours Restrictions, and Desired Hours of Work","Bloemen, Hans G.",,,,
"Job Search, Stigma Effect, and Escape Rate from Unemployment","Vishwanath, Tara",,,,
Job Security Legislation and Job Duration: Evidence from the United Kingdom,"Marinescu, Ioana",,,,
Job Stability in the United States,"Diebold, Francis X.; Neumark, David; Polsky, Daniel",,,,
Job-to-Job and Job-to-Nonemployment Turnover by Gender and Education Level,"Royalty, Anne Beeson",,,,
Just-Cause Employment Policies in the Presence of Worker Adverse Selection,"Levine, David I.",,,,
Labor Contracts with Voluntary Quits,"Ito, Takatoshi",,,,
Labor Force Dynamics of Older Married Couples,"Blau, David M.",,,,
Labor Market Monopsony,"Ashenfelter, Orley C.; Farber, Henry; Ransom, Michael R.",,,,
Labor Market Signaling and Self-Confidence: Wage Compression and the Gender Pay Gap,"Santos-Pinto, Luis",,,,
Labor Markets in Developing Countries: An Agenda for Research,"Harrison, Ann E.; Leamer, Edward",,,,
Labor Migration and Risk Aversion in Less Developed Countries,"Katz, Eliakim; Stark, Oded",,,,
Labor Mobility from Academe to Commerce,"Zucker, Lynne G.; Darby, Michael R.; Torero, Maximo",,,,
Labor Reallocation over the Business Cycle: New Evidence from Internal Migration,"Saks, Raven E.; Wozniak, Abigail",,,,
"Labor Supply Preferences, Hours Constraints, and Hours-Wage Trade-Offs","Altonji, Joseph G.; Paxson, Christina H.",,,,
Labor Supply Response to Welfare Programs: A Dynamic Analysis,"Blau, David M.; Robins, Philip K.",,,,
Labor Turnover and the Natural Rate of Unemployment: Efficiency Wage versus Frictional Unemployment,"MacLeod, W. Bentley; Malcomson, James M.; Gomme, Paul",,,,
Labor Turnover Costs and Average Labor Demand,"Bertola, Giuseppe",,,,
"Labor Turnover, Wage Structures, and Moral Hazard: The Inefficiency of Competitive Markets","Arnott, Richard J.; Stiglitz, Joseph E.",,,,
Labor Unions and the Adoption of New Technology,"Tauman, Y.; Weiss, Y.",,,,
Lasting or Latent Scars? Swedish Evidence on the Long-Term Effects of Job Displacement,"Eliason, Marcus; Storrie, Donald",,,,
Layoffs and Lemons,"Gibbons, Robert; Katz, Lawrence F.",,,,
"Layoffs, Recruitment, and Interfirm Mobility","Hosios, Arthur J.",,,,
Leadership Skills and Wages,"Kuhn, Peter; Weinberger, Catherine",,,,
Learning about Academic Ability and the College Dropout Decision,"Stinebrickner, Todd; Stinebrickner, Ralph",,,,
Learning by Striking: Estimates of the Teetotaler Effect,"Schnell, John F.; Gramm, Cynthia L.",,,,
"Learning Curves, Personal Characteristics, and Job Performance","Kostiuk, Peter F.; Follmann, Dean A.",,,,
Learning in Sequential Wage Negotiations: Theory and Evidence,"Kuhn, Peter; Gu, Wulong",,,,
Learning-by-Employing: The Value of Commitment under Uncertainty,"Camargo, Braz; Pastorino, Elena",,,,
Life-Cycle Effects on Consumption and Retirement,"Hamermesh, Daniel S.",,,,
Life-Cycle Equilibrium Unemployment,"Cheron, Arnaud; Hairault, Jean-Olivier; Langot, Francois",,,,
Life-Cycle Labor-Force Participation of Married Women: Historical Evidence and Implications,"Goldin, Claudia",,,,
Life-Cycle Variations in the Association between Current and Lifetime Income: Replication and Extension for Sweden,"Bohlmark, Anders; Lindquist, Matthew J.",,,,
Lifetime Earnings Inequality in Germany,"Bonke, Timm; Corneo, Giacomo; Luthen, Holger",,,,
Logit Estimates of Strike Incidence from Canadian Contract Data,"Gunderson, Morley; Kervin, John; Reid, Frank",,,,
Longitudinal Analyses of the Effects of Trade Unions,"Freeman, Richard B.",,,,
Longitudinal Analysis of Strike Activity,"Card, David",,,,
Long-Run Labor Market Effects of Japanese American Internment during World War II on Working-Age Male Internees,"Chin, Aimee",,,,
Long-Run Trends in Workers' Beliefs about Their Own Job Security: Evidence from the General Social Survey,"Schmidt, Stefanie R.",,,,
Long-term Risk-Sharing Wage Contracts in an Economy Subject to Permanent and Temporary Shocks,"Gamber, Edward N.",,,,
"Long-Term Unemployment and the Great Recession: The Role of Composition, Duration Dependence, and Nonparticipation","Kroft, Kory; Lange, Fabian; Notowidigdo, Matthew J.; Katz, Lawrence F.",,,,
Long-Term Wage Fluctuations with Industry-Specific Human Capital,"Weinberg, Bruce A.",,,,
"Looking beyond Enrollment: The Causal Effect of Need-Based Grants on College Access, Persistence, and Graduation","Castleman, Benjamin L.; Long, Bridget Terry",,,,
Losing to Win: Tournament Incentives in the National Basketball Association,"Taylor, Beck A.; Trogdon, Justin G.",,,,
"Luck, Effort, and Reward in an Organizational Hierarchy","Audas, Rick; Barmby, Tim; Treble, John",,,,
Macroeconomic Fluctuations and the Allocation of Time,"Hall, Robert E.",,,,
Making Do with Less: Working Harder during Recessions,"Lazear, Edward P.; Shaw, Kathryn L.; Stanton, Christopher",,,,
Male-Female Supply to State Government Jobs and Comparable Worth,"Orazem, Peter F.; Mattila, J. Peter",,,,
Male-Female Wage Differentials in Job Ladders,"Lazear, Edward P.; Rosen, Sherwin",,,,
Manager Race and the Race of New Hires,"Giuliano, Laura; Levine, David I.; Leonard, Jonathan",,,,
"Managerial Objectives, Capital Structure, and the Provision of Worker Incentives","Garvey, Gerald T.; Swan, Peter L.",,,,
"Managerial Tenure, Business Age, and Small Business Turnover","Holmes, Thomas J.; Schmitz, James A., Jr.",,,,
Mandatory Notice,"Kuhn, Peter",,,,
Mandatory Notice and Unemployment,"Jones, Stephen R. G.; Kuhn, Peter",,,,
Manufactured Inequality,"Rosen, Sherwin",,,,
Marital Division of Labor with Risk of Divorce: The Role of 'Voice' Enforcement of Contracts,"Lommerud, Kjell Erik",,,,
Market Wages and Youth Crime,"Grogger, Jeff",,,,
Marketplace Institutions Related to the Timing of Transactions: Reply,"Roth, Alvin E.",,,,
"Marriage, Specialization, and the Gender Division of Labor","Baker, Matthew J.; Jacobsen, Joyce P.",,,,
Match Bias from Earnings Imputation in the Current Population Survey: The Case of Imperfect Matching,"Bollinger, Christopher R.; Hirsch, Barry T.",,,,
Match Bias in Wage Gap Estimates Due to Earnings Imputation,"Hirsch, Barry T.; Schumacher, Edward J.",,,,
"Match Quality, New Information, and Marital Dissolution","Weiss, Yoram; Willis, Robert J.",,,,
Matching and Efficiency in the Baseball Free-Agent System: An Experimental Examination,"Nalbantian, Haig R.; Schotter, Andrew",,,,
"Matching Firms, Managers, and Incentives","Bandiera, Oriana; Guiso, Luigi; Prat, Andrea; Sadun, Raffaella",,,,
Matching Workers and Jobs: Cyclical Fluctuations in Match Quality,"Bowlus, Audra J.",,,,
"Matchmaker, Matchmaker: The Effect of Old Boy Networks on Job Match Quality, Earnings, and Tenure","Simon, Curtis J.; Warner, John T.",,,,
Measurement Error and Misclassification: A Comparison of Survey and Administrative Data,"Kapteyn, Arie; Ypma, Jelmer Y.",,,,
Measurement Error in the Current Population Survey: A Nonparametric Look,"Bollinger, Christopher R.",,,,
Measurement Error in the Prototypal Job-Search Model,"Christensen, Bent Jesper; Kiefer, Nicholas M.",,,,
Measuring Program Impacts on Earnings and Employment: Do Unemployment Insurance Wage Reports from Employers Agree with Surveys of Individuals?,"Kornfeld, Robert; Bloom, Howard S.",,,,
Middlemen in Bilateral Search Markets,"Yavas, Abdullah",,,,
"Migration, Family, and Risk Diversification","Chen, Kong-Pin; Chiang, Shin-Hwan; Leung, Siu Fai",,,,
"Minimum Wage Effects on Employment, Substitution, and the Teenage Labor Supply: Evidence from Personnel Data","Giuliano, Laura",,,,
Minimum Wage Noncompliance and the Employment Decision,"Yaniv, Gideon",,,,
"Minimum Wage Shocks, Employment Flows, and Labor Market Frictions","Dube, Arindrajit; Lester, T. William; Reich, Michael",,,,
Minimum Wages and Training Revisited,"Neumark, David; Wascher, William",,,,
Minimum Wages in an Equilibrium Search Model with Diminishing Returns to Labor in Production,"Swinnerton, Kenneth A.",,,,
Monitoring and Pay,"Allgulin, Magnus; Ellingsen, Tore",,,,
Monitoring Costs and Occupational Segregation by Sex: A Historical Analysis,"Goldin, Claudia",,,,
Monitoring for Worker Quality,"Bose, Gautam; Lang, Kevin",,,,
Monopsony and the Lifetime Relation between Wages and Productivity,"Ioannides, Yannis M.; Pissarides, Christopher A.",,,,
Motivating Agents: How Much Does the Mission Matter?,"Carpenter, Jeffrey; Gong, Erick",,,,
Moving to the Suburbs: Do Relocating Companies Leave Their Black Employees Behind?,"Zax, Jeffrey S.; Kain, John F.",,,,
Multiperiod Wage Contracts and Productivity Profiles,"Bernhardt, Dan; Timmis, Gerald C.",,,,
Multiple Experiments for the Causal Link between the Quantity and Quality of Children,"Angrist, Joshua; Lavy, Victor; Schlosser, Analia",,,,
Multitask Learning and the Reorganization of Work: From Tayloristic to Holistic Organization,"Lindbeck, Assar; Snower, Dennis J.",,,,
Multiunit Bargaining in Oligopolistic Industries,"Davidson, Carl",,,,
Municipal Labor Demand in the Presence of Uncertainty: An Econometric Approach,"Holtz-Eakin, Douglas; Rosen, Harvey S.",,,,
Neighbors and Coworkers: The Importance of Residential Labor Market Networks,"Hellerstein, Judith K.; McInerney, Melissa; Neumark, David",,,,
Net Migration and State Labor Market Dynamics,"Hojvat Gallin, Joshua",,,,
New Evidence about Brown v Board of Education: The Complex Effects of School Racial Composition on Achievement,"Hanushek, Eric A.; Kain, John F.; Rivkin, Steven G.",,,,
New Evidence on Sex Segregation and Sex Differences in Wages from Matched Employee-Employer Data,"Bayard, Kimberly",,,,
New Evidence on the Long-Term Effects of Employment Training Programs,"Couch, Kenneth A.",,,,
New Immigrants' Location Choices: Magnets without Welfare,"Kaushal, Neeraj",,,,
New Jersey's Family Cap Experiment: Do Fertility Impacts Differ by Racial Density?,"Jagannathan, Radha; Camasso, Michael J.; Killingsworth, Mark",,,,
New Market Power Models and Sex Differences in Pay,"Ransom, Michael R.; Oaxaca, Ronald L.",,,,
"New Technologies, Wages, and Worker Selection","Entorf, Horst; Gollac, Michel; Kramarz, Francis",,,,
Nonconvexity in General Equilibrium Labor Markets,"Coles, Jeffrey L.",,,,
Nondisclosure as a Contract Remedy: Explaining the Advance-Notice Puzzle,"Addison, John T.; Chilton, John B.",,,,
Nondiscrimination Rules and the Distribution of Fringe Benefits,"Carrington, William J.; McCue, Kristin; Pierce, Brooks",,,,
Nonparametric Estimates of the Labor-Supply Effects of Negative Income Tax Programs,"Ashenfelter, Orley; Plant, Mark W.",,,,
Nonprofit and Proprietary Sector Behavior: Wage Differentials among Lawyers,"Weisbrod, Burton A.",,,,
Nonwage Benefits in a Simultaneous Model of Wages and Hours: Labor Supply Functions of Young Females,"Vella, Francis",,,,
Not in My Community: Social Pressure and the Geography of Dismissals,"Bassanini, Andrea; Brunello, Giorgio; Caroli, Eve",,,,
Old Boy Networks as Screening Mechanisms,"Saloner, Garth",,,,
Omitted-Ability Bias and the Increase in the Return to Schooling,"Blackburn, McKinley L.; Neumark, David",,,,
On the Contract Curve: A Test of Alternative Models of Collective Bargaining,"Eberts, Randall W.; Stone, Joe A.",,,,
On the Distribution of Wealth and Intergenerational Transfers,"Ionnides, Yannis M.; Sato, Ryuzo",,,,
On the Economic Architecture of the Workplace: Repercussions of Social Comparisons among Heterogeneous Workers,"Stark, Oded; Hyll, Walter",,,,
On the Efficiency of the Rank-Order Contract under Moral Hazard and Adverse Selection,"Yun, Jungyoll",,,,
On the Persistence of Racial Inequality,"Lundberg, Shelly; Startz, Richard",,,,
On the Price of Recreation Goods as a Determinant of Male Labor Supply,"Gonzalez-Chapela, Jorge",,,,
On the Relation between Optimal Incentive Structures and the Cost and Benefits of Bottlenecks,"Gietzmann, Miles; Hemmer, Thomas",,,,
On the Use of Expectations Data in Estimating Structural Dynamic Choice Models,"van der Klaauw, Wilbert",,,,
